Mnemonic;Appears in x binaries;Binaries
setne;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
shl;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
shr;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
sub;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
test;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
xor;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
cmovg;123;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
cqo;123;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
idiv;123;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
neg;123;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
sar;123;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
setbe;123;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
jo;122;['find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
movsd;122;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
cdqe;121;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit']
jl;120;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit']
adc;116;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname']
movd;113;['gold', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname']
jno;108;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'locate', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
dec;106;['gold', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
