Mnemonic;Appears in x binaries;Binaries
je;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
jg;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
jge;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
jle;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
jmp;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
jne;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
jns;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
js;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
lea;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
mov;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
movaps;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
movsx;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
movsxd;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
movups;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
movzx;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
or;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
pop;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
push;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
ret;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
sete;124;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'elfedit', 'echo', 'false', 'true']
